protIDs,surfaces,prot_lengths,surface_seq,frac_mod_beta_list,frac_mod_alfa_list,frac_exp_alfa_list,frac_k_minus_r,frac_neg,frac_charged,pos_minus_neg,iso_point,charge,aromatic_fracs,aromaticitys,weights,radius,instability,b_factor
Q10740,25510.17334270086,625,40.81627734832137,0.32,0.3333333333333333,0.6666666666666666,0.017241379310344827,0.0011890606420927466,0.0029726516052318666,0.0005945303210463733,5.590308189392089,-11.432683930606075,0.1008,0.1425339366515837,51506.811000000074,25.55102173491774,30.06993212669682,42.81314459247643
Q08702,11717.524445984951,210,55.7977354570712,0.12903225806451613,0.25,0.3392857142857143,0.06666666666666667,0.0006122448979591836,0.0015192743764172337,0.0002947845804988663,8.485215950012208,3.3888966280421187,0.12380952380952381,0.12380952380952381,24883.978800000034,17.292967240624268,33.81523809523809,0.5566609783845281
Q08686,12812.932702579737,304,42.1478049426965,0.0975609756097561,0.27522935779816515,0.1926605504587156,0.049342105263157895,0.00042200484764542935,0.0008440096952908587,-5.421010862427522e-20,5.713762474060059,-5.884856571260748,0.11513157894736842,0.11513157894736842,34218.5486,18.388448315319398,34.83026315789474,27.278059577989264
Q07930,8584.599142570074,145,59.204132017724646,0.75,0.15384615384615385,0.6923076923076923,-0.016129032258064516,0.0023413111342351716,0.004942767950052029,0.00026014568158168544,4.296368598937988,-8.520158930846073,0.041379310344827586,0.07228915662650602,9341.4792,15.482476098317939,43.634939759036136,79.36571917808216
Q07923,9490.9872075862,185,51.30263355452,0.1891891891891892,0.3888888888888889,0.25,0.032432432432432434,0.0006135865595325056,0.001197954711468225,-2.9218407596785984e-05,5.5182931900024395,-5.0664644458469645,0.05945945945945946,0.05945945945945946,20550.554899999996,16.527490508455777,43.19675675675674,41.21116955017303
Q06287,11127.352135999936,216,51.51551914814785,0.0,0.0,0.0,0.10714285714285714,0.0,0.003826530612244898,0.003826530612244898,7.761273384094238,1.158592167744711,0.05555555555555555,0.06382978723404255,21158.287399999987,17.269234318658185,38.35585106382978,31.75672352941176
Q06151,19249.9525852266,329,58.51049418002007,0.32,0.5714285714285714,0.42857142857142855,0.061224489795918366,0.0016659725114535609,0.0029154518950437313,-0.0004164931278633902,6.3197229385375975,-1.7100689785231857,0.0486322188449848,0.09937888198757763,18738.424100000004,22.56538122296832,50.36459627329191,51.02083614548169
Q05979,21099.86942991192,451,46.78463288228807,0.09230769230769231,0.3351063829787234,0.22340425531914893,0.015521064301552104,0.00028023461044930946,0.0005260544441767739,-3.441477672184502e-05,5.137812995910643,-17.11213122765176,0.11086474501108648,0.11086474501108648,50787.103800000026,23.79270582278802,38.320443458980044,0.7522330638416524
Q05905,12348.214169104254,245,50.4008741596092,0.28205128205128205,0.2857142857142857,0.21428571428571427,0.020408163265306117,0.0004831320283215327,0.000899625156184923,-6.663890045814245e-05,5.196243476867674,-7.76814954594667,0.11428571428571428,0.11428571428571428,27655.51760000003,17.707570094187727,29.350204081632643,46.73387640449443
Q05789,2892.473114767909,29,99.74045223337617,0.0,0.3888888888888889,0.6111111111111112,0.0,0.0011890606420927466,0.0011890606420927466,-0.0011890606420927466,4.84924144744873,-1.2306181230893096,0.034482758620689655,0.034482758620689655,3367.868200000001,12.199360677116019,58.95517241379311,63.27319148936173
Q05778,11297.495989303725,190,59.46050520686171,0.35294117647058826,0.42857142857142855,0.34285714285714286,0.024193548387096774,0.0009105098855359,0.0013657648283038502,-0.00045525494276794996,8.401020240783694,0.7333346689786806,0.02631578947368421,0.18518518518518517,3147.5622,17.674221318375057,2.122222222222222,48.07566709844567
Q05584,13126.254036095745,274,47.90603662808666,0.18181818181818182,0.3111111111111111,0.24444444444444444,0.043795620437956206,0.0005594331077841121,0.001132186051467846,1.331983589962179e-05,5.817379951477051,-5.825689453726149,0.08029197080291971,0.08029197080291971,31326.179800000027,19.00913869397156,23.767153284671522,0.7234091943559394
Q03786,10178.066819323409,181,56.23241336642767,0.14285714285714285,0.33707865168539325,0.3258426966292135,0.08287292817679558,0.0008546747657275418,0.0018314459265590182,0.00012209639510393452,6.597949790954591,-0.9767582368731027,0.08839779005524862,0.08839779005524862,20749.761199999997,16.214673728585037,28.554751381215457,0.6595956134338622
Q03677,10345.388600367736,178,58.120160676223236,0.2413793103448276,0.3488372093023256,0.46511627906976744,0.0,0.0009152884736775659,0.0017043302613306398,-0.00012624668602449177,5.179703330993651,-8.970445254437077,0.10112359550561797,0.10112359550561797,20715.947600000018,15.957691151073101,41.61073033707866,0.6738535249828871
Q03558,15404.97177282639,399,38.60895181159496,0.037037037037037035,0.30344827586206896,0.18620689655172415,0.010025062656641603,0.00031406837896746876,0.0006469808606729856,1.884410273804817e-05,6.1481828689575195,-3.2795913692327616,0.11278195488721804,0.11278195488721804,44878.897099999995,20.233540121135537,29.312055137844613,0.9472232704402478
Q02908,20244.448209731512,444,45.59560407597188,0.14893617021276595,0.3706896551724138,0.22413793103448276,-0.034055727554179564,0.0003738174428969893,0.000785975136347516,3.834025055353738e-05,6.092651176452636,-1.0527780222412169,0.01126126126126126,0.09259259259259259,6072.793500000002,22.081749428572714,36.61851851851852,57.41140730337061
Q02821,22229.626356454093,466,47.703060850759854,0.0,0.0,1.0,-0.1,0.0,0.01,0.01,4.700550651550292,-16.15337984800999,0.04935622317596566,0.05793450881612091,43694.67579999999,28.75020587624447,36.54634760705289,59.78891811279813
Q02754,10797.736857608743,184,58.683352487004036,0.1111111111111111,0.358974358974359,0.38461538461538464,-0.0054347826086956555,0.0005316635160680529,0.001358695652173913,0.0002953686200378073,9.128094673156738,3.484773436673617,0.10869565217391304,0.10869565217391305,21108.891599999995,16.647440302850967,48.397826086956535,55.379046659952884
Q00772,17399.57778116225,356,48.875218486410816,0.15,0.23648648648648649,0.22297297297297297,0.019662921348314606,0.00035506880444388336,0.0007101376088877668,0.0,5.593377494812012,-9.317663375422285,0.11235955056179775,0.11235955056179775,40959.43440000007,21.567784061231407,36.99665730337079,0.8442515592515645
Q00764,20239.69394245539,470,43.06317860096891,0.21839080459770116,0.29385964912280704,0.21929824561403508,0.031914893617021274,0.0002535083748302399,0.0005115436849253055,4.526935264825686e-06,5.638791847229004,-11.898844901158213,0.11702127659574468,0.11702127659574468,53702.55870000004,23.254352896490076,33.219999999999985,0.85113977362464
P89886,10411.737265310747,180,57.84298480728193,0.18,0.1836734693877551,0.4489795918367347,0.08888888888888889,0.0006790123456790124,0.0014814814814814816,0.00012345679012345666,6.96819896697998,-0.05534859690301275,0.07222222222222222,0.07222222222222223,20148.232000000004,16.67680329066279,33.94999999999999,0.6769887165021179
P80210,18492.992866522814,430,43.00696015470422,0.1875,0.2830188679245283,0.18867924528301888,0.0372093023255814,0.00028123309897241754,0.0006165494862087615,5.408328826392647e-05,8.152945899963381,2.3122854813421014,0.09302325581395349,0.09302325581395349,47908.322499999944,22.304867461128673,29.805581395348835,0.8100236476500078
P77791,9147.931424118155,182,50.26335947317667,0.25862068965517243,0.30952380952380953,0.38095238095238093,-0.03296703296703297,0.0005434126313247192,0.0011472044439077406,6.037918125830215e-05,6.186435508728027,-2.1180720425963457,0.07142857142857142,0.07142857142857142,19964.563199999986,16.63230496794038,31.695054945054938,15.036856735566626
P77790,9162.830857838433,179,51.1889992058013,0.2413793103448276,0.2222222222222222,0.3148148148148148,-0.01675977653631285,0.0005617802190942855,0.0010299304016728565,-9.363003651571426e-05,5.046302223205566,-8.996413241373496,0.08379888268156424,0.08379888268156424,19722.14609999999,15.6207964314649,49.349720670391044,0.6712526997840182
P77766,12979.780460468703,275,47.19920167443165,0.15217391304347827,0.3125,0.29464285714285715,-0.02909090909090909,0.000343801652892562,0.0008727272727272726,0.00018512396694214878,6.820360755920409,-0.7931277356483619,0.06545454545454546,0.06545454545454546,30470.40609999999,18.217340131888168,38.54836363636364,0.7732169459962602
P77756,12404.431111829032,230,53.93230918186536,0.28,0.2845528455284553,0.2926829268292683,0.004347826086956524,0.0005103969754253309,0.001001890359168242,-1.8903591682419766e-05,5.508119010925292,-6.0251176449453645,0.08695652173913043,0.08695652173913043,25357.708000000006,18.496360683401303,25.971739130434766,0.8612816188870281
P77747,17540.43466303937,355,49.409675107153156,0.41578947368421054,0.28125,0.4375,0.01126760563380282,0.0003729418766117834,0.0005871850823249355,-0.00015869867089863122,4.353264427185059,-22.784160432662144,0.14366197183098592,0.1436619718309859,39106.71980000003,21.04892210945835,21.828197183098588,0.764015918958026
P77736,11035.542126759608,195,56.59252372697235,0.5,0.3142857142857143,0.2571428571428571,0.025641025641025644,0.0005259697567389875,0.0009993425378040763,-5.2596975673898684e-05,5.262290382385253,-6.760332150485393,0.041025641025641026,0.041025641025641026,21042.031599999995,24.636201140574432,29.677948717948702,0.7542789438050063
P77733,11849.81384493447,249,47.58961383507819,0.0,0.3076923076923077,0.21025641025641026,-0.00401606425702811,8.064386058289383e-05,0.00030644667021499655,0.0001451589490492089,8.0284574508667,2.0551911973855486,0.11244979919678715,0.11244979919678715,26791.911800000024,18.454628906101124,43.007269076305214,0.7612753468516417
P77690,16536.97938146981,377,43.86466679434963,0.20634920634920634,0.2631578947368421,0.25,-0.021220159151193636,0.00025329102435111764,0.0005699048047900147,6.332275608777945e-05,6.390771675109863,-3.3024435480431293,0.07161803713527852,0.07161803713527852,41390.031300000075,21.259028581935677,31.361273209549058,0.876435677530023
P77667,7591.0456936055,114,66.58812011934648,0.4782608695652174,0.2,0.4,0.02631578947368421,0.0010003077870113881,0.001692828562634657,-0.0003077870113881195,4.8377599716186515,-5.986462476705748,0.09649122807017543,0.09649122807017543,12392.94239999999,14.332212265274212,37.649999999999984,36.61565573770492
P77626,8916.981275945442,174,51.247018827272655,0.3508771929824561,0.34,0.18,-0.017241379310344827,0.00046241247192495706,0.0009578544061302681,3.3029462280354145e-05,5.747467994689941,-4.632614860246463,0.08620689655172414,0.08620689655172414,19227.499000000003,15.91378557091449,47.420114942528734,0.7373726937269367
P77624,15371.307058766244,314,48.95320719352307,0.2676056338028169,0.28888888888888886,0.24444444444444444,0.006369426751592362,0.0003752687735810783,0.0007606799464481318,1.0142399285975145e-05,5.743318748474121,-6.441248676105602,0.044585987261146494,0.0445859872611465,33698.15299999998,20.137540470913237,33.17101910828026,0.7646582278480912
P77599,12258.4966727147,214,57.28269473231168,0.3469387755102041,0.125,0.625,0.02803738317757009,0.0003275395231024543,0.0008516027600663813,0.00019652371386147264,9.635912132263183,8.81434332285091,0.0794392523364486,0.0794392523364486,24077.496899999995,20.20300320667696,44.81640186915888,0.7360956881275791
P77580,13679.67326023509,308,44.41452357219185,0.30120481927710846,0.2396694214876033,0.2066115702479339,-0.009740259740259744,0.0003478664192949907,0.0006641086186540731,-3.1624219935908306e-05,5.312592887878417,-7.686145002467082,0.04220779220779221,0.04220779220779221,32696.26150000001,20.290181019060523,36.298051948051935,0.8639755351681963
P77570,17041.270594585472,364,46.816677457652396,0.3246753246753247,0.267515923566879,0.20382165605095542,-0.03571428571428571,0.0002339693273759208,0.0004679386547518416,0.0,5.567061042785644,-7.447162436555857,0.06318681318681318,0.06318681318681318,38938.147500000036,21.663446918597497,32.40741758241758,0.7667469000729327
P77541,15568.935064964555,290,53.685982982636396,0.02702702702702703,0.32432432432432434,0.32432432432432434,-0.02413793103448276,0.0004042806183115339,0.0007609988109393579,-4.756242568370987e-05,5.205906105041502,-8.985998397297951,0.06896551724137931,0.06896551724137931,31404.398299999986,20.65706701995998,29.601034482758635,27.232252946509533
P77495,25235.73906995057,627,40.24838767137252,0.18471337579617833,0.2916666666666667,0.11458333333333333,-0.030303030303030304,0.00018823337886546146,0.00037901045203991564,2.5436943089927107e-06,5.634472084045409,-14.033119935911735,0.08771929824561403,0.08771929824561403,69218.91060000018,24.387268720724137,38.4936363636364,0.7549374871900087
P77488,22200.09000513958,518,42.85731661223857,0.25,0.2631578947368421,0.3026315789473684,-0.012820512820512824,0.0006163708086785009,0.0014792899408284021,0.00024654832347140046,8.688807106018068,0.8348296166999916,0.0019305019305019305,0.1111111111111111,1029.2327,25.7551094728672,3.733333333333333,15.503700351935658
P77455,28512.09228878826,678,42.05323346428947,0.22627737226277372,0.2631578947368421,0.19298245614035087,-0.01327433628318584,0.00015227852176712698,0.0003219603031647827,1.7403259630528783e-05,6.09304904937744,-7.6527449984787665,0.06342182890855458,0.06342182890855458,72656.3606000003,30.082183077716362,43.10725663716823,44.06853758809725
P77445,18934.45197925444,438,43.22934241838914,0.2,0.19047619047619047,0.25925925925925924,-0.00684931506849315,0.0002137153103563312,0.0004534934634390442,2.6062842726381824e-05,6.47296085357666,-1.780522527450593,0.0319634703196347,0.0319634703196347,45841.39840000006,23.19416436979061,26.587671232876705,0.7892190416926004
P77434,17266.915166707502,380,45.43925043870395,0.10909090909090909,0.29444444444444445,0.22777777777777777,-0.02105263157894737,0.00030470914127423825,0.000664819944598338,5.54016620498615e-05,7.2423902511596685,0.5341352185856039,0.09473684210526316,0.09473684210526315,42428.44490000005,21.450141086235906,38.55552631578948,0.8816940073652536
P77425,17104.81929501063,411,41.61756519467307,0.2830188679245283,0.28205128205128205,0.23717948717948717,-0.0194647201946472,0.00028415649919192996,0.0005446332901178658,-2.3679708265994168e-05,5.300543022155761,-11.717830586741407,0.0827250608272506,0.08272506082725062,45635.45040000005,22.774772873158145,40.18126520681265,22.981941323345794
P77399,15552.159737149395,307,50.6585007724736,0.19047619047619047,0.3248407643312102,0.19745222929936307,0.0032573289902280075,0.0003183057645173954,0.0007108828740888497,7.427134505405889e-05,8.64516201019287,3.205876947528502,0.029315960912052116,0.029315960912052116,32476.369100000033,20.119306264352577,43.32964169381106,0.6164530289727861
P77395,16127.322867160547,274,58.858842580877905,0.17857142857142858,0.3103448275862069,0.3103448275862069,-0.01904761904761905,0.0009070294784580498,0.0010884353741496598,-0.0007256235827664398,9.696641349792483,1.7570846113922978,0.010948905109489052,0.3,1358.5862,30.058766443296243,92.31,49.3332589493259
P77364,16630.583008321904,380,43.76469212716291,0.2638888888888889,0.29333333333333333,0.19333333333333333,0.005263157894736845,0.0002562326869806094,0.00042936288088642655,-8.310249307479222e-05,4.684067344665528,-15.177957087859802,0.039473684210526314,0.039473684210526314,38619.96369999998,22.76852899988834,34.22476315789474,0.8002592592592449
P77357,20679.593462945606,432,47.86942931237409,0.23958333333333334,0.24516129032258063,0.25161290322580643,-0.037037037037037035,0.0002357681755829904,0.00048225308641975306,1.0716735253772278e-05,5.571608161926269,-14.83366541686133,0.0763888888888889,0.07638888888888888,46157.15540000014,23.42051338601862,33.28935185185184,0.7983051368809594
P77335,17363.35280010435,285,60.924044912646835,0.0,0.31800766283524906,0.3448275862068966,0.09122807017543859,0.00045552477685441674,0.0008494921514312097,-6.155740227762387e-05,5.216932868957519,-5.1380195229899215,0.0912280701754386,0.0912280701754386,31769.789700000012,38.77600138197237,26.78214035087718,127.49614215467162
P77247,10186.914461187773,211,48.27921545586622,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,6.21440029144287,-0.23405394178259176,0.004739336492890996,0.027777777777777776,3863.4177,17.335558237054855,45.894444444444446,19.832155651636818
P77221,14956.929309972127,412,36.30322648051487,0.18181818181818182,0.2346368715083799,0.2122905027932961,-0.0024271844660194164,0.0002356489772834386,0.0004359506079743614,-3.534734659251578e-05,5.0725618362426745,-14.33687439663126,0.06796116504854369,0.06796116504854369,43868.07740000003,20.256046352887516,35.88106796116504,0.8739797913950536
P77218,14910.831268432616,321,46.45118775212653,0.75,0.3157894736842105,0.5526315789473685,-0.08955223880597014,0.0008910670527957228,0.0024504343951882376,0.000668300289596792,5.445141410827636,-1.1559035025688567,0.0,0.0,2476.8492999999994,20.811836394758515,55.19565217391305,49.434864980711566
P77215,15950.466675735881,381,41.8647419310653,0.0,0.0,0.0,0.043478260869565216,0.0,0.001890359168241966,0.001890359168241966,5.627594566345214,-9.541373510070247,0.07874015748031496,0.08695652173913043,37948.14930000003,20.922846282738384,36.61423188405797,28.391987114276084
P77211,24740.437699783863,429,57.67001794821413,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,6.067016792297363,-1.9231478050394841,0.07692307692307693,0.08068459657701713,45208.100500000066,36.890433964359374,45.02371638141808,31.248644929703943
P77188,9924.57478176431,185,53.64635017169897,0.4222222222222222,0.0,0.0,-0.020618556701030924,0.001381655861409289,0.002231905622276544,-0.0005314061005420342,10.015630912780761,8.86017199138859,0.04864864864864865,0.10227272727272727,9790.152499999993,18.505670321929262,31.212499999999995,43.86770642201828
P77165,9683.991718127614,175,55.3370955321578,0.2903225806451613,0.296875,0.1875,-0.005714285714285717,0.0006204081632653061,0.001142857142857143,-9.795918367346945e-05,5.173337364196777,-7.566547249172611,0.022857142857142857,0.022857142857142857,18526.954599999997,17.442827981876043,50.025142857142846,18.164409937888188
P77044,12089.79985458021,286,42.27202746356716,0.19230769230769232,0.3140495867768595,0.19834710743801653,-0.024475524475524472,0.0003667661010318353,0.0007824343488679153,4.890214680424473e-05,6.263338661193848,-2.5268536977149196,0.08391608391608392,0.08391608391608392,31718.827700000034,17.455667032423655,28.580069930069932,36.3369113697403
P76938,10526.530513691909,177,59.471923806168974,0.38461538461538464,0.2692307692307692,0.1282051282051282,-0.03389830508474577,0.0008299020077244725,0.0014044495515337227,-0.0002553544639152224,4.758185386657714,-13.932950785931107,0.15254237288135594,0.15254237288135591,20601.698099999994,17.07921929110073,42.49666666666666,0.7820000000000046
P76621,14391.508228354109,291,49.45535473661206,0.5,0.2807017543859649,0.22807017543859648,0.007936507936507936,0.0007558578987150415,0.0014487276392038295,-6.298815822625343e-05,6.55975399017334,-0.7890810543449707,0.048109965635738834,0.13725490196078433,12073.536899999985,19.73433525325595,44.60392156862743,46.93832214765106
P76537,8179.17004739205,145,56.40806929235897,0.3870967741935484,0.2857142857142857,0.42857142857142855,0.0,0.0016124697661918839,0.0026874496103198066,-0.0005374899220639611,8.186276054382326,0.881606151087186,0.034482758620689655,0.11111111111111112,5221.8401,15.864249032468374,44.33999999999998,32.11605239385731
P76536,13235.281201198917,296,44.713787841888234,0.18181818181818182,0.2727272727272727,0.23863636363636365,-0.0033783783783783786,0.0004907779401022644,0.0009473155588020453,-3.4240321402483564e-05,5.337602043151855,-11.338230716810756,0.08783783783783784,0.08783783783783784,32752.509600000034,18.716710032052184,40.38310810810808,32.99634707158352
P76535,14822.766001045295,292,50.76289726385375,0.3448275862068966,0.3419354838709677,0.25161290322580643,0.0,0.00034012009757928316,0.0006802401951585662,0.0,5.896101951599121,-2.8388661297618363,0.0273972602739726,0.0273972602739726,30440.71160000002,22.4565357081652,24.13732876712328,0.7868626528692274
P76520,9838.295874292598,163,60.35764340056809,0.4642857142857143,0.36666666666666664,0.24444444444444444,0.0736196319018405,0.0009033083668937484,0.0016560653393052052,-0.0001505513944822914,5.179191780090331,-4.121265920096693,0.06134969325153374,0.06134969325153375,17907.181699999994,20.578010057587488,17.84294478527606,0.8765791567223565
P76503,20572.176139494888,430,47.842270091848576,0.06493506493506493,0.22784810126582278,0.2088607594936709,-0.04186046511627907,0.00021092482422931314,0.0004813412655489454,5.949161709031906e-05,8.853975105285645,3.7851301850602397,0.05581395348837209,0.05581395348837209,45872.192100000095,23.60255969410078,44.61023255813952,0.6940279503105609
P76491,10435.323083684814,171,61.025281191139264,0.0,0.1,0.9,0.0,0.0,0.0075,0.0075,5.243419837951659,-1.07599819304742,0.011695906432748537,0.25,975.0973000000001,17.026526694784533,80.975,29.158137472283844
P76423,10742.651233134591,247,43.49251511390523,0.2,0.23880597014925373,0.23134328358208955,-0.0242914979757085,0.00031142946122703205,0.000672031995279385,4.917307282532087e-05,5.833124351501465,-6.3043595694945544,0.048582995951417005,0.048582995951417005,25767.122099999986,16.96559692232374,31.3736842105263,0.8454761904761949
P76407,12501.048683822006,255,49.02372032871375,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,4.634674263000488,-4.072467559520538,0.01568627450980392,0.07272727272727272,6123.884999999998,19.072381285212376,80.74181818181816,48.03124542124534
P76373,19186.516225612755,386,49.706000584489004,0.14035087719298245,0.28735632183908044,0.20689655172413793,0.005181347150259065,0.0003087331203522242,0.0006308894198501973,1.3423179145748837e-05,6.2752180099487305,-2.0330947422618593,0.09067357512953368,0.09067357512953367,43454.18690000005,23.668392739483647,35.34196891191709,0.8546551160510077
P76372,20829.768660570175,308,67.62911902782524,0.5833333333333334,0.3630573248407643,0.3248407643312102,0.016233766233766232,0.00035840782594029347,0.0006957328385899814,-2.10828132906055e-05,5.619580268859862,-3.0248980254365847,0.05519480519480519,0.0551948051948052,34391.12819999999,42.66574283438451,34.963961038961024,99.35454695904025
P76346,12100.275026360743,238,50.84149170739808,0.46153846153846156,0.22377622377622378,0.26573426573426573,-0.033613445378151266,0.0005825859755666972,0.0009180142645293411,-0.00024715768660405336,4.510196876525879,-20.88799720242287,0.1092436974789916,0.1092436974789916,27168.424100000007,17.390298434838808,59.652563025210114,0.8590483619344808
